id,kode_provinsi,nama_provinsi,nama_pos_hujan,nama_stasiun_hujan,bulan,jumlah_curah_hujan,satuan,tahun
238,32,JAWA BARAT,CILIWUNG-CISADANE,KURIPAN,OKTOBER,56.0,MILIMETER,2019
239,32,JAWA BARAT,CILIWUNG-CISADANE,KURIPAN,NOVEMBER,191.5,MILIMETER,2019
240,32,JAWA BARAT,CILIWUNG-CISADANE,KURIPAN,DESEMBER,339.5,MILIMETER,2019
241,32,JAWA BARAT,CILIWUNG-CISADANE,CIHIDEUNG,JANUARI,447.0,MILIMETER,2020
242,32,JAWA BARAT,CILIWUNG-CISADANE,CIHIDEUNG,FEBRUARI,376.0,MILIMETER,2020
243,32,JAWA BARAT,CILIWUNG-CISADANE,CIHIDEUNG,MARET,411.0,MILIMETER,2020
244,32,JAWA BARAT,CILIWUNG-CISADANE,CIHIDEUNG,APRIL,153.0,MILIMETER,2020
245,32,JAWA BARAT,CILIWUNG-CISADANE,CIHIDEUNG,MEI,274.0,MILIMETER,2020
246,32,JAWA BARAT,CILIWUNG-CISADANE,CIHIDEUNG,JUNI,123.0,MILIMETER,2020
247,32,JAWA BARAT,CILIWUNG-CISADANE,CIHIDEUNG,JULI,192.0,MILIMETER,2020
248,32,JAWA BARAT,CILIWUNG-CISADANE,CIHIDEUNG,AGUSTUS,171.0,MILIMETER,2020
249,32,JAWA BARAT,CILIWUNG-CISADANE,CIHIDEUNG,SEPTEMBER,151.0,MILIMETER,2020
250,32,JAWA BARAT,CILIWUNG-CISADANE,CIHIDEUNG,OKTOBER,353.0,MILIMETER,2020
251,32,JAWA BARAT,CILIWUNG-CISADANE,CIHIDEUNG,NOVEMBER,181.0,MILIMETER,2020
252,32,JAWA BARAT,CILIWUNG-CISADANE,CIHIDEUNG,DESEMBER,64.0,MILIMETER,2020
253,32,JAWA BARAT,CILIWUNG-CISADANE,DEPOK PANCORAN MAS,JANUARI,122.0,MILIMETER,2020
254,32,JAWA BARAT,CILIWUNG-CISADANE,DEPOK PANCORAN MAS,FEBRUARI,336.0,MILIMETER,2020
255,32,JAWA BARAT,CILIWUNG-CISADANE,DEPOK PANCORAN MAS,MARET,265.0,MILIMETER,2020
256,32,JAWA BARAT,CILIWUNG-CISADANE,DEPOK PANCORAN MAS,APRIL,162.0,MILIMETER,2020
257,32,JAWA BARAT,CILIWUNG-CISADANE,DEPOK PANCORAN MAS,MEI,184.0,MILIMETER,2020
258,32,JAWA BARAT,CILIWUNG-CISADANE,DEPOK PANCORAN MAS,JUNI,104.0,MILIMETER,2020
259,32,JAWA BARAT,CILIWUNG-CISADANE,DEPOK PANCORAN MAS,JULI,105.0,MILIMETER,2020
260,32,JAWA BARAT,CILIWUNG-CISADANE,DEPOK PANCORAN MAS,AGUSTUS,133.0,MILIMETER,2020
261,32,JAWA BARAT,CILIWUNG-CISADANE,DEPOK PANCORAN MAS,SEPTEMBER,217.0,MILIMETER,2020
262,32,JAWA BARAT,CILIWUNG-CISADANE,DEPOK PANCORAN MAS,OKTOBER,519.0,MILIMETER,2020
263,32,JAWA BARAT,CILIWUNG-CISADANE,DEPOK PANCORAN MAS,NOVEMBER,181.0,MILIMETER,2020
264,32,JAWA BARAT,CILIWUNG-CISADANE,DEPOK PANCORAN MAS,DESEMBER,114.0,MILIMETER,2020
265,32,JAWA BARAT,CILIWUNG-CISADANE,GUNUNG MAS,JANUARI,246.0,MILIMETER,2020
266,32,JAWA BARAT,CILIWUNG-CISADANE,GUNUNG MAS,FEBRUARI,352.0,MILIMETER,2020
267,32,JAWA BARAT,CILIWUNG-CISADANE,GUNUNG MAS,MARET,284.0,MILIMETER,2020
268,32,JAWA BARAT,CILIWUNG-CISADANE,GUNUNG MAS,APRIL,156.5,MILIMETER,2020
269,32,JAWA BARAT,CILIWUNG-CISADANE,GUNUNG MAS,MEI,241.0,MILIMETER,2020
270,32,JAWA BARAT,CILIWUNG-CISADANE,GUNUNG MAS,JUNI,46.5,MILIMETER,2020
271,32,JAWA BARAT,CILIWUNG-CISADANE,GUNUNG MAS,JULI,9.0,MILIMETER,2020
272,32,JAWA BARAT,CILIWUNG-CISADANE,GUNUNG MAS,AGUSTUS,7.5,MILIMETER,2020
273,32,JAWA BARAT,CILIWUNG-CISADANE,GUNUNG MAS,SEPTEMBER,92.5,MILIMETER,2020
274,32,JAWA BARAT,CILIWUNG-CISADANE,GUNUNG MAS,OKTOBER,325.5,MILIMETER,2020
275,32,JAWA BARAT,CILIWUNG-CISADANE,GUNUNG MAS,NOVEMBER,247.0,MILIMETER,2020
276,32,JAWA BARAT,CILIWUNG-CISADANE,GUNUNG MAS,DESEMBER,216.5,MILIMETER,2020
277,32,JAWA BARAT,CILIWUNG-CISADANE,KURIPAN,JANUARI,382.5,MILIMETER,2020
278,32,JAWA BARAT,CILIWUNG-CISADANE,KURIPAN,FEBRUARI,163.5,MILIMETER,2020
279,32,JAWA BARAT,CILIWUNG-CISADANE,KURIPAN,MARET,361.5,MILIMETER,2020
280,32,JAWA BARAT,CILIWUNG-CISADANE,KURIPAN,APRIL,109.0,MILIMETER,2020
281,32,JAWA BARAT,CILIWUNG-CISADANE,KURIPAN,MEI,79.5,MILIMETER,2020
282,32,JAWA BARAT,CILIWUNG-CISADANE,KURIPAN,JUNI,46.0,MILIMETER,2020
283,32,JAWA BARAT,CILIWUNG-CISADANE,KURIPAN,JULI,36.0,MILIMETER,2020
284,32,JAWA BARAT,CILIWUNG-CISADANE,KURIPAN,AGUSTUS,53.5,MILIMETER,2020
285,32,JAWA BARAT,CILIWUNG-CISADANE,KURIPAN,SEPTEMBER,186.0,MILIMETER,2020
286,32,JAWA BARAT,CILIWUNG-CISADANE,KURIPAN,OKTOBER,460.5,MILIMETER,2020
287,32,JAWA BARAT,CILIWUNG-CISADANE,KURIPAN,NOVEMBER,174.0,MILIMETER,2020
288,32,JAWA BARAT,CILIWUNG-CISADANE,KURIPAN,DESEMBER,99.5,MILIMETER,2020
